TYPE,COMPOUND,POSITIVE,NEGATIVE,NEUTRAL,SENTENCE
0,0.000000,0.000000,0.000000,1.000000,"Es bueno que lo tengamos presente
compoundSí, repito, en el año 93 estuve tres meses ocupando un centro de trabajo en medio de la huelga."
0,0.000000,0.000000,0.000000,1.000000,"La huelga de la construcción tuvo que ver con que los partidos tradicionales ofrecían para un 81 por ciento de incremento de la inflación."
-3,-0.526700,0.000000,0.065000,0.935000,"Esa era la inflación de ese tiempo un 27 por ciento aumento ya no empezaron las ocupaciones con los gobiernos del Frente Amplio había ocupaciones ante lo que estoy diciendo es que lo que dice la Organización Internacional del Trabajo que la ocupación es parte del ejercicio del derecho de huelga lo que nos prometen es que van a recortar pero no hablan en sus programas."
0,0.000000,0.000000,0.000000,1.000000,"De los trabajadores de la forestación que tienen la mitad de los aportes a la caja."
-3,-0.526700,0.000000,0.112000,0.888000,"No hablan en sus programas de dónde va estar la preocupación por los trabajadores y trabajadoras de la industria frigorífica que la mitad se jubila por discapacidad no colocan en su programa en su propuesta en su iniciativa."
0,0.000000,0.000000,0.000000,1.000000,"Cómo hacemos para combatir la informalidad."
0,0.000000,0.000000,0.000000,1.000000,"Claro es muy difícil si cuando gobernaban el 40 por ciento de los trabajadores estaban en informalidad, ¿no?"
0,0.000000,0.000000,0.000000,1.000000,"compoundUn tema recurrente o sea en general en los últimos 20 o 30 años cada vez que le hablan del Estado a los partidos tradicionales brotan."
0,0.000000,0.000000,0.000000,1.000000,"se brotan."
0,0.000000,0.000000,0.000000,1.000000,"se ve."
0,0.000000,0.000000,0.000000,1.000000,"tan."
0,0.000000,0.000000,0.000000,1.000000,"claro."
0,0.000000,0.000000,0.000000,1.000000,"salvo."
-4,-0.886000,0.000000,0.224000,0.776000,"Donde gobierna no porque el Partido Colorado no es que no gobernó gobernó la Intendencia de Salto y cómo entregó la Intendencia de Salto al Partido Colorado sin pagar los sueldos y peleando por un fideicomiso después de no pagar los sueldos para ver cómo hacía para salir del caos."
0,0.000000,0.000000,0.000000,1.000000,"O sea salvo cuando gobierna cuando gobierna tienen esa tendencia."
0,0.000000,0.000000,0.000000,1.000000,"Las cinco intendencias que más incrementaron funcionarios públicos."
0,0.000000,0.000000,0.000000,1.000000,"Las cinco son de la oposición."
-2,-0.296000,0.000000,0.046000,0.954000,"ahora donde incrementaron los funcionarios públicos en este período de gobierno incrementaron porque si uno mira la década del 90 ve que en las empresas públicas había más empleados públicos en la década 90 que ahora no incrementaron en la educación incrementaron en la UIA y que aumentaron."
0,0.000000,0.000000,0.000000,1.000000,"Pública."
0,0.000000,0.000000,0.000000,1.000000,"Ese fue un objetivo central de la política del Frente Amplio."
0,0.000000,0.000000,0.000000,1.000000,"Ahora este debate ya lo tuvimos en el 92 cuando los partidos tradicionales quisieron vender las empresas públicas."
0,0.000000,0.000000,0.000000,1.000000,"Intentaron la ola privatizadora."
0,0.000000,0.000000,0.000000,1.000000,"Lo volvieron a hacer en el 2003 o sea en general."
0,0.000000,0.000000,0.000000,1.000000,"Han intentado permanentemente poner en cuestión las empresas públicas."
-3,-0.557400,0.000000,0.153000,0.847000,"El cambio en la matriz energética que pone Uruguay a la cabeza de América Latina hubiera sido posible sin las empresas públicas."
-3,-0.557400,0.000000,0.141000,0.859000,"El nivel de conectividad que tenemos del punto de vista estar a la cabeza de América Latina hubiera sido posible sin las empresas públicas."
0,0.000000,0.000000,0.000000,1.000000,"El cambio de la matriz le permite ahorrar al Uruguay hay mil millones de dólares informe que presentó la UTE hace una semana atrás."
-2,-0.296000,0.000000,0.071000,0.929000,"O sea las empresas públicas la precisamos como locomotora del desarrollo y no precisamos menos Estado precisamos más estado apuntalando el desarrollo tecnológico precisamos más Estado en la investigación en ciencia y tecnología."
0,0.000000,0.000000,0.000000,1.000000,"Precisamos más Estado para los cuidados ambientales precisamos más Estado para fortalecer el primer nivel de asistencia porque a mí me resulta."
0,0.000000,0.000000,0.000000,1.000000,"extraordinariamente curioso que hoy casi 50 mil estudiantes universitarios más que cuando gobernaba la derecha me hablen de Educación y me hablan de educación."
0,0.000000,0.000000,0.000000,1.000000,"Los que condenaron al Uruguay al presupuesto penúltimo de América Latina Uruguay duplicó la producción científica duplicó la cantidad de egresados universitarios y triplicó la cantidad de estudiantes en posgrado."
-2,-0.296000,0.000000,0.155000,0.845000,"Hay Boleto Estudiantil Gratuito que no había cuando gobernaba la oposición o Plan Ceibal."
0,0.000000,0.000000,0.000000,1.000000,"Cuáles son los méritos del punto de vista de la educación que puede presentar la oposición cuando le pagaba 5000 pesos por mes a un maestro."
0,0.000000,0.000000,0.000000,1.000000,"Yo creo que los maestros y los profesores."
0,0.000000,0.000000,0.000000,1.000000,"tienen que poder investigar investigar acerca de la disciplina en la que educan es central que abramos casi a la investigación."
0,0.000000,0.000000,0.000000,1.000000,"Pero cuando tengan sueldos de miseria lo que tenían que investigar era cómo diablos hacían para llegar a fin de mes."
0,0.000000,0.000000,0.000000,1.000000,"compoundEn el gasto del Estado."
-3,-0.526700,0.000000,0.091000,0.909000,"Tiene un doble discurso la oposición porque estos saben que si el gobierno el gobierno con toda la oposición no gobierna es solo porque cuando se votó la reforma de la Caja Militar que tiene un déficit de 500 millones de dólares no dieron los votos."
0,0.000000,0.000000,0.000000,1.000000,"Hace un par de semanas cuando se votó la modificación de la Carta Orgánica para decir tenemos un Estado exagerado 240 coroneles pasemos a 130."
0,0.000000,0.000000,0.000000,1.000000,"Tampoco dieron los votos y en los lugares donde gobierna la oposición es donde más incrementaron los cargos de confianza."
0,0.000000,0.000000,0.000000,1.000000,"Las tarifas públicas Capac están altas."
0,0.000000,0.000000,0.000000,1.000000,"Ahora miren acá tengo la evolución de las tarifas públicas."
0,0.000000,0.000000,0.000000,1.000000,"desde el 2005 al 2019 los rojos Antel los verdes Söze los violetas Ancap."
0,0.000000,0.000000,0.000000,1.000000,"Y todas evolucionaron muy por debajo de lo que es el salario."
0,0.000000,0.000000,0.000000,1.000000,"Entonces si hoy están caras."
0,0.000000,0.000000,0.000000,1.000000,"cuando ellos gobernaban en qué lugar estaban las tarifas públicas."
-3,-0.542300,0.000000,0.143000,0.857000,"Es horrible que tengamos un 19 por ciento en el quintil más bajo que termina Liceo en el 2004 un 8 por ciento."
0,0.000000,0.000000,0.000000,1.000000,"compoundSi esta es la brecha con Argentina y Brasil el precio del gas hoy."
1,0.051600,0.087000,0.080000,0.833000,"Del año 2013 al año 2019 no ha parado de descender la brecha del punto de vista del costo del gas hoy en este período."
0,0.000000,0.000000,0.000000,1.000000,"Ahora la discusión que tenemos."
-2,-0.296000,0.000000,0.035000,0.965000,"es otra no o sea claramente la alternativa al Frente Amplio es una alternativa que tiene que articular los intereses que se expresaron en esta discusión que se expresaron en las peñas que se expresaron en la modificación de la Carta Orgánica y que se expresaron en la discusión de la Caja Militar donde repito para algunas cosas el gasto público es muy importante."
0,0.000000,0.000000,0.000000,1.000000,"Cuántas veces escuchamos hablar del Mides el Mides es muy importante por más que las transferencias directas son apenas un peso con 50 de cada 100 que gasta el Estado."
0,0.000000,0.000000,0.000000,1.000000,"También tenemos que ver si somos capaces de construir un país que tenga mayores niveles de solidaridad."
-3,-0.526700,0.000000,0.180000,0.820000,"Yo quiero un Uruguay no aquel en que la mujer que tenía cinco gurises a cargo no tenía dónde golpear y conocimos en Uruguay."
0,0.000000,0.000000,0.000000,1.000000,"compoundEl eje principal está en el trabajo y en un momento de caída de la inversión extranjera y de la inversión privada."
0,0.000000,0.000000,0.000000,1.000000,"Es importante un papel muy dinámico de la inversión pública."
0,0.000000,0.000000,0.000000,1.000000,"Creemos que hay que aplicar de manera inmediata la duplicación de la inversión y el presupuesto en materia de vivienda porque dentro de la inversión en infraestructura en la inversión en vivienda la que más puestos de trabajo genera en relación a cada peso que se invierte tiene fuertes encadenamientos productivos mueve la lucha siderúrgica los aserraderos canteras cãlera balacera se puede colocar fácilmente en cualquier parte del país."
-2,-0.296000,0.000000,0.145000,0.855000,"Además no requiere mayor calificación para el ingreso e impacta fuertemente en el mercado interno."
0,0.000000,0.000000,0.000000,1.000000,"Es importante medidas que regulen el mercado de alquileres como se hace en Noruega que parte de las viviendas que produzca el Estado se otorguen en alquiler para regular los precios y además combatir la segregación territorial."
-1,-0.128000,0.078000,0.100000,0.822000,"Cualquier medida que intente resolver el tema de la violencia que no tenga en cuenta la segregación territorial es insuficiente."
-2,-0.296000,0.000000,0.099000,0.901000,"Yo sé que multiplicamos por cinco la cantidad de cooperativas construidas con respecto al período 2000 2004 pero eso no alcanza."
0,0.000000,0.000000,0.000000,1.000000,"Tenemos que hacer un esfuerzo enorme."
0,0.000000,0.000000,0.000000,1.000000,"También nos parece que es imprescindible la inversión en investigación y desarrollo."
0,0.000000,0.000000,0.000000,1.000000,"Es imprescindible becar a los estudiantes de sectores más vulnerados porque es cierto que dejan de estudiar cuatro de cada diez dejan de estudiar por cuidados en los sectores más pobres."
0,0.000000,0.000000,0.000000,1.000000,"Muchos dejan de estudiar."
0,0.000000,0.000000,0.000000,1.000000,"Yo me crié en un barrio muy humilde."
0,0.000000,0.000000,0.000000,1.000000,"donde tenía que salir a hacer la poda y los gurises dejaban de estudiar."
-2,-0.296000,0.000000,0.087000,0.913000,"Muchos ya el boleto estudiantil gratuito no alcanza y precisamos incrementar la inversión en la primera infancia 17 por ciento de niños en la pobreza."
-2,-0.296000,0.000000,0.104000,0.896000,"Por más que no se compara con el 66 por ciento que teníamos en el 2004 es inadmisible y un país."
0,0.000000,0.000000,0.000000,1.000000,"vale por cómo atiende a la parte de su población más vulnerada."
0,0.000000,0.000000,0.000000,1.000000,"Cómo nos legó Artigas que los más infelices sean siempre los más privilegiados."
0,0.000000,0.000000,0.000000,1.000000,"Hay tal cosa estamos convocando."
0,0.000000,0.000000,0.000000,1.000000,"estamos convocando a organizar las ideas que permitan hacer que se siembre la esperanza de que se puede seguir transformando."
0,0.000000,0.000000,0.000000,1.000000,"Alcanza con mirar a la región alcanza con mirar lo que está pasando en Brasil donde se disolvió el Ministerio de Trabajo."
0,0.000000,0.000000,0.000000,1.000000,"Alcanza con ver la Argentina de Macri que muchos acá aplaudían y que el año pasado en Jujuy legalizó el trabajo de los diez años a pedido de la industria tabacalera."
0,0.000000,0.000000,0.000000,1.000000,"Para saber lo que está en riesgo más que nunca sobre todo apoyados en los movimientos sociales convocamos a construir una patria de trabajo una patria solidaria y una patria que profundice los derechos humanos y la democracia que también tiene que ver con que menos gurises vivan en situaciones de exclusión."
0,0.000000,0.000000,0.000000,1.000000,"compoundFueron en realidad."
0,0.000000,0.126000,0.126000,0.747000,"la primera pregunta que me hago por qué todas esas cosas no se hicieron cuando."
0,0.000000,0.000000,0.000000,1.000000,"Cuando fueron gobierno porque en realidad los partidos tradicionales tenían de empleados públicos un 21 por ciento sobre el total de la población económicamente activa."
0,0.000000,0.000000,0.000000,1.000000,"Esa fue la realidad."
0,0.000000,0.000000,0.000000,1.000000,"Y la realidad que cuando gestionaron las empresas públicas y la forma de gestionar las empresas públicas fue brutalmente clientelista."
0,0.000000,0.000000,0.000000,1.000000,"O sea el Uruguay que yo conocí cuando había campaña electoral y se abrió un club."
0,0.000000,0.000000,0.000000,1.000000,"La primera pregunta que había que hacerse es si quien había abierto ese club le iban a poner el teléfono le iban a sacar la jubilación si quien había ese club entraba al Estado él o sus familiares y eso que uno pudo decir eso era antes."
0,0.000000,0.000000,0.000000,1.000000,"Bueno es ahora la mayoría de los ingresos habidos en el Estado son en las intendencias donde gobierna la oposición."
0,0.000000,0.000000,0.000000,1.000000,"compoundYo empecé a militar en el año 87."
0,0.000000,0.000000,0.000000,1.000000,"Hacía."
-2,-0.381800,0.000000,0.157000,0.843000,"pocos meses en diciembre del 86 que aparte de haber echado a Germán Araújo en Senado."
0,0.000000,0.000000,0.000000,1.000000,"se había votado la Ley de Caducidad."
0,0.000000,0.000000,0.000000,1.000000,"Empecé a militar en la Federación de Estudiantes del Interior."
0,0.000000,0.000000,0.000000,1.000000,"y. del 87 acá."
0,0.000000,0.000000,0.000000,1.000000,"Cada vez que hubo que discutir acerca del incremento de la inversión educativa."
2,0.401900,0.252000,0.000000,0.748000,"Siempre estuve a favor del incremento de la inversión educativa."
0,0.000000,0.000000,0.000000,1.000000,"Me van a encontrar siempre porque en definitiva."
0,0.000000,0.000000,0.000000,1.000000,"la confianza en las propuestas es integraste un proceso político social que empujó cada vez que pudo para decir la educación tiene que ser principal un derecho principal."
0,0.000000,0.000000,0.000000,1.000000,"Yo creo que precisamos educación en primer lugar para las personas en situación de discapacidad."
0,0.000000,0.000000,0.000000,1.000000,"En segundo lugar pensar educación artística que complemente y nos ayude a construir una sociedad menos violenta."
0,0.000000,0.000000,0.000000,1.000000,"En tercer lugar los estudiantes de secundaria más vulnerado para que puedan completar transición educativa como pasa en la experiencia que estamos instalando en Inefop que un 90 por ciento sigue estudiando."
0,0.000000,0.000000,0.000000,1.000000,"compoundBueno en primer lugar agradecer al economista Talvi que haya aceptado la posibilidad de este debate de cara a las internas ojalá."
-2,-0.296000,0.000000,0.423000,0.577000,"No sea el único."
0,0.000000,0.000000,0.000000,1.000000,"Le hace bien a la democracia que se pueda intercambiar sobre la base ideas planteó diferentes del punto de vista del papel del Estado de la economía enfoques balances y que se pueda hacer de manera de manera civilizada y con respeto."
-4,-0.895700,0.000000,0.141000,0.859000,"Creo que su mérito es algo que nos convocaban las juventudes de todos los partidos políticos cuando en el aniversario del río de libertad pedían por una campaña sin enchastre por una campaña sin descalificación por una campaña sin provocaciones y ojalá tengamos hasta el último domingo de octubre que el debate sea de esta manera sea sobre la base de ideas y pudiendo darnos la mano al final del debate."
0,0.000000,0.000000,0.000000,1.000000,"En segundo lugar."
0,0.000000,0.000000,0.000000,1.000000,"agradecer a los frenteamplistas hemos me emocionaba recién las imágenes de la cantidad de compañeros y compañeras que en todo el país se organizaron para ver juntos."
0,0.000000,0.000000,0.000000,1.000000,"para ver juntos esta discusión."
0,0.000000,0.000000,0.000000,1.000000,"Agradecer a los demás precandidatos y la precandidata que dijeron sentirse representado."
2,0.421500,0.237000,0.000000,0.763000,"Creo que el campo popular sabe que para poder transformar."
0,0.000000,0.000000,0.000000,1.000000,"se necesita de mucha unidad se necesita de mucha fraternidad para poder sembrar esperanza."
-2,-0.296000,0.000000,0.155000,0.845000,"Yo capaz que soy de los precandidatos el que no debiera estar acá."
-2,-0.296000,0.000000,0.423000,0.577000,"porque no tengo abolengo."
0,0.000000,0.000000,0.000000,1.000000,"soy trabajador de la construcción."
-2,-0.296000,0.000000,0.071000,0.929000,"No hay experiencias en toda América Latina de un trabajador de la construcción que pueda acceder a la vicepresidencia de la Presidencia de República que vengo de un barrio muy humilde."
0,0.000000,0.000000,0.000000,1.000000,"Recién a los 15 años conocí el agua potable."
-2,-0.296000,0.000000,0.035000,0.965000,"pero me hizo aprender de que en el barrio nos teníamos que organizar para que las vecinas que tenían más dificultad se les pudiera acarrear desde el aljibe que en el barrio había que organizarse para juntos promover que el merendero le dejara algo a los gurises que no tenían nada en la cena o juntos había que organizarse para repartir suero oral."
0,0.000000,0.000000,0.000000,1.000000,"para lograr que ningún Gurí del barrio muriera deshidratado."
0,0.000000,0.000000,0.000000,1.000000,"En la construcción después aprendí."
0,0.000000,0.000000,0.000000,1.000000,"que cuando un trabajador llega a cascote de mucho tiempo de pasar mal esa semana entra en la olla de manera gratuita y entre los demás se le presta para el boleto."
0,0.000000,0.000000,0.000000,1.000000,"El Uruguay que se viene tiene que ser un Uruguay que profundice las relaciones humanas que profundice las relaciones de solidaridad que profundice los espacios de encuentro."
0,0.000000,0.000000,0.000000,1.000000,"Estamos en un momento difícil para la región y difícil para el Uruguay."
0,0.000000,0.000000,0.000000,1.000000,"más que nunca hay que buscar caminos que permitan pensar juntos que permitan construir puentes y que permitan avanzar con una línea central esa que nos legaron Artigas que los más infelices estén primero que los más infelices sean los más privilegiados."
0,0.000000,0.000000,0.000000,1.000000,"A eso convocamos el último domingo de octubre a votar contra las desigualdades."
-2,-0.296000,0.000000,0.306000,0.694000,"No newline at end of file"
